geoid,name,B07003001,"B07003001, Error",B07003002,"B07003002, Error",B07003003,"B07003003, Error",B07003004,"B07003004, Error",B07003005,"B07003005, Error",B07003006,"B07003006, Error",B07003007,"B07003007, Error",B07003008,"B07003008, Error",B07003009,"B07003009, Error",B07003010,"B07003010, Error",B07003011,"B07003011, Error",B07003012,"B07003012, Error",B07003013,"B07003013, Error",B07003014,"B07003014, Error",B07003015,"B07003015, Error",B07003016,"B07003016, Error",B07003017,"B07003017, Error",B07003018,"B07003018, Error"
14000US08101002400,"Census Tract 24, Pueblo, CO",1957,356,802,149,1155,280,1723,361,698,156,1025,265,89,70,50,39,39,37,88,68,44,39,44,36,53,62,10,16,43,48,4,6,0,12,4,6
14000US08101002500,"Census Tract 25, Pueblo, CO",2655,385,1483,271,1172,215,1890,377,1008,259,882,213,501,228,303,136,198,116,69,58,58,59,11,20,195,120,114,82,81,68,0,12,0,12,0,12
14000US08101002600,"Census Tract 26, Pueblo, CO",3876,683,1691,358,2185,388,2493,481,1056,255,1437,290,1033,585,462,282,571,320,158,136,100,86,58,55,174,157,64,68,110,91,18,29,9,15,9,14
14000US08101002700,"Census Tract 27, Pueblo, CO",5422,758,2467,367,2955,596,4567,729,1944,364,2623,577,640,309,382,218,258,120,195,124,141,108,54,53,20,29,0,17,20,29,0,17,0,17,0,17
14000US08101002801,"Census Tract 28.01, Pueblo, CO",5123,569,2279,402,2844,338,4295,635,1812,408,2483,352,605,257,350,165,255,139,136,167,76,97,60,76,87,82,41,39,46,43,0,17,0,17,0,17
14000US08101002802,"Census Tract 28.02, Pueblo, CO",3664,491,1808,382,1856,233,3013,418,1413,333,1600,222,496,258,284,195,212,115,17,18,17,18,0,12,138,105,94,70,44,48,0,12,0,12,0,12
14000US08101002804,"Census Tract 28.04, Pueblo, CO",4500,585,2121,313,2379,363,4389,594,2061,316,2328,368,27,26,14,16,13,21,73,70,41,47,32,37,11,20,5,10,6,10,0,12,0,12,0,12
14000US08101002806,"Census Tract 28.06, Pueblo, CO",3830,540,1986,328,1844,288,3355,540,1659,296,1696,305,284,280,170,177,114,115,120,94,120,94,0,12,71,57,37,34,34,31,0,12,0,12,0,12
14000US08101002807,"Census Tract 28.07, Pueblo, CO",4923,843,2227,406,2696,485,4630,843,2112,416,2518,471,282,192,107,89,175,124,9,12,6,11,3,6,2,5,2,5,0,12,0,12,0,12,0,12
14000US08101002808,"Census Tract 28.08, Pueblo, CO",3419,517,1840,255,1579,335,2934,399,1588,227,1346,234,465,278,243,121,222,197,0,12,0,12,0,12,20,33,9,16,11,17,0,12,0,12,0,12
14000US08101002901,"Census Tract 29.01, Pueblo, CO",3122,420,1595,272,1527,228,2223,417,1159,271,1064,204,630,244,310,146,320,144,84,90,47,48,37,45,168,163,69,54,99,119,17,27,10,15,7,13
14000US08101002906,"Census Tract 29.06, Pueblo, CO",4241,479,1996,264,2245,321,3815,491,1784,225,2031,343,202,188,109,108,93,86,87,96,20,20,67,79,103,103,59,63,44,45,34,36,24,28,10,17
14000US08101002911,"Census Tract 29.11, Pueblo, CO",2822,422,1402,178,1420,290,2676,429,1337,183,1339,290,90,65,42,32,48,36,45,42,17,17,28,28,11,15,6,9,5,7,0,12,0,12,0,12
14000US08101002912,"Census Tract 29.12, Pueblo, CO",2045,467,1106,304,939,217,1712,406,862,226,850,208,120,65,63,47,57,44,197,231,170,211,27,28,16,20,11,19,5,7,0,12,0,12,0,12
14000US08101002913,"Census Tract 29.13, Pueblo, CO",3054,285,1452,166,1602,180,2906,270,1374,161,1532,160,90,72,47,37,43,49,16,18,7,12,9,13,42,40,24,23,18,22,0,12,0,12,0,12
14000US08101002914,"Census Tract 29.14, Pueblo, CO",3385,580,1534,323,1851,322,2916,535,1312,309,1604,279,323,213,149,116,174,123,107,130,49,67,58,73,39,33,24,21,15,17,0,12,0,12,0,12
14000US08101002915,"Census Tract 29.15, Pueblo, CO",2705,389,1299,224,1406,223,2396,388,1156,213,1240,222,197,119,86,63,111,69,77,58,35,34,42,33,28,25,15,16,13,14,7,10,7,10,0,12
14000US08101002916,"Census Tract 29.16, Pueblo, CO",2787,409,1279,303,1508,264,2605,405,1202,294,1403,261,160,94,70,56,90,62,11,25,0,12,11,25,7,12,7,12,0,12,4,9,0,12,4,9
14000US08101002917,"Census Tract 29.17, Pueblo, CO",3146,382,1628,255,1518,203,2833,404,1440,252,1393,213,294,196,173,135,121,72,0,12,0,12,0,12,15,19,15,19,0,12,4,6,0,12,4,6
14000US08101003001,"Census Tract 30.01, Pueblo, CO",1589,386,681,158,908,306,1337,369,559,147,778,298,170,126,70,70,100,72,57,67,44,49,13,22,25,29,8,12,17,27,0,12,0,12,0,12
14000US08101003004,"Census Tract 30.04, Pueblo, CO",2736,324,1342,249,1394,207,2413,337,1177,236,1236,214,167,77,72,40,95,53,77,73,64,61,13,18,67,42,22,20,45,27,12,21,7,11,5,10
14000US08101003103,"Census Tract 31.03, Pueblo, CO",1854,382,1023,199,831,209,1724,373,954,195,770,213,130,88,69,57,61,49,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US08101003104,"Census Tract 31.04, Pueblo, CO",2125,219,1013,103,1112,177,1924,203,943,105,981,158,194,109,70,43,124,89,0,12,0,12,0,12,7,12,0,12,7,12,0,12,0,12,0,12
14000US08101003105,"Census Tract 31.05, Pueblo, CO",3183,272,1545,200,1638,175,2806,273,1381,195,1425,162,265,188,91,82,174,118,85,67,46,45,39,36,20,31,20,31,0,12,7,11,7,11,0,12
14000US08101003106,"Census Tract 31.06, Pueblo, CO",1535,443,721,225,814,243,1477,432,689,215,788,239,23,21,14,16,9,10,21,30,4,9,17,29,14,27,14,27,0,12,0,12,0,12,0,12
14000US08101003200,"Census Tract 32, Pueblo, CO",3263,530,1562,319,1701,279,3124,530,1482,308,1642,288,92,118,41,67,51,56,38,41,30,37,8,13,0,12,0,12,0,12,9,14,9,14,0,12
14000US08101003500,"Census Tract 35, Pueblo, CO",1773,395,1016,276,757,184,1540,370,837,232,703,185,171,136,139,132,32,37,30,44,30,44,0,12,22,32,10,15,12,17,10,15,0,12,10,15
14000US08101003600,"Census Tract 36, Pueblo, CO",2060,308,1212,223,848,163,1838,292,1050,210,788,157,62,32,39,27,23,14,37,35,29,35,8,12,100,74,75,67,25,22,23,26,19,25,4,8
14000US08101980100,"Census Tract 9801, Pueblo, CO",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US08103951100,"Census Tract 9511, Rio Blanco, CO",3800,263,1976,173,1824,164,3176,317,1599,216,1577,172,312,164,223,126,89,69,143,94,57,46,86,70,169,135,97,72,72,72,0,12,0,12,0,12
14000US08103951200,"Census Tract 9512, Rio Blanco, CO",2460,274,1210,156,1250,189,1924,237,943,136,981,165,173,101,58,37,115,73,187,92,106,56,81,55,174,78,101,44,73,46,2,4,2,4,0,12
14000US08105976700,"Census Tract 9767, Rio Grande, CO",4685,182,2164,169,2521,155,4238,345,1943,216,2295,230,253,248,158,155,95,100,168,142,48,57,120,95,26,43,15,35,11,25,0,12,0,12,0,12
14000US08105976800,"Census Tract 9768, Rio Grande, CO",1686,187,1010,139,676,118,1416,175,851,135,565,106,112,74,66,38,46,43,85,35,55,23,30,17,62,47,27,23,35,39,11,13,11,13,0,12
14000US08107000100,"Census Tract 1, Routt, CO",1920,264,1052,179,868,155,1685,231,895,152,790,141,127,128,92,88,35,45,29,27,5,9,24,22,75,80,56,56,19,32,4,7,4,7,0,12
14000US08107000200,"Census Tract 2, Routt, CO",2562,389,1466,242,1096,207,2251,402,1256,239,995,214,204,159,139,112,65,55,50,40,42,37,8,10,42,53,14,16,28,39,15,26,15,26,0,12
14000US08107000300,"Census Tract 3, Routt, CO",2328,313,1054,160,1274,224,2064,349,923,168,1141,240,72,68,37,37,35,33,83,53,52,36,31,29,109,114,42,59,67,66,0,12,0,12,0,12
14000US08107000400,"Census Tract 4, Routt, CO",3971,499,1862,334,2109,396,3575,469,1626,298,1949,398,60,41,26,23,34,24,266,189,175,177,91,69,70,71,35,56,35,34,0,12,0,12,0,12
14000US08107000500,"Census Tract 5, Routt, CO",4099,526,2370,384,1729,254,3407,473,1955,328,1452,224,193,136,87,75,106,97,329,228,201,137,128,105,157,100,121,81,36,46,13,26,6,13,7,13
14000US08107000600,"Census Tract 6, Routt, CO",3044,444,1654,343,1390,211,2690,421,1460,315,1230,202,92,82,25,24,67,76,164,98,119,78,45,41,91,65,50,39,41,30,7,11,0,12,7,11
14000US08107000800,"Census Tract 8, Routt, CO",2212,318,1182,189,1030,193,1911,329,1029,192,882,198,176,94,82,52,94,53,96,76,42,37,54,49,29,37,29,37,0,12,0,12,0,12,0,12
14000US08109977600,"Census Tract 9776, Saguache, CO",3419,282,1776,140,1643,199,2785,234,1506,146,1279,138,298,206,109,66,189,154,271,170,114,66,157,115,65,58,47,48,18,27,0,12,0,12,0,12
14000US08109977700,"Census Tract 9777, Saguache, CO",3204,268,1511,157,1693,162,2922,253,1382,146,1540,160,85,84,59,52,26,39,197,127,70,70,127,77,0,12,0,12,0,12,0,12,0,12,0,12
14000US08111972600,"Census Tract 9726, San Juan, CO",646,158,319,80,327,93,603,152,286,73,317,91,16,18,11,14,5,6,16,24,16,24,0,12,11,10,6,6,5,6,0,12,0,12,0,12
14000US08113968101,"Census Tract 9681.01, San Miguel, CO",1994,288,1000,184,994,175,1667,230,850,168,817,142,65,51,35,37,30,34,43,45,0,12,43,45,219,195,115,116,104,95,0,12,0,12,0,12
14000US08113968102,"Census Tract 9681.02, San Miguel, CO",1894,219,1062,146,832,125,1502,210,826,135,676,130,86,47,68,44,18,18,123,53,67,35,56,38,123,55,83,47,40,22,60,76,18,26,42,52
14000US08113968103,"Census Tract 9681.03, San Miguel, CO",2329,229,1194,135,1135,132,2085,241,1055,133,1030,144,99,85,61,49,38,40,91,103,54,67,37,40,54,42,24,21,30,28,0,12,0,12,0,12
14000US08113968200,"Census Tract 9682, San Miguel, CO",1852,201,958,138,894,116,1736,208,908,135,828,119,44,32,11,11,33,25,8,12,8,12,0,12,64,48,31,26,33,35,0,12,0,12,0,12
14000US08115968300,"Census Tract 9683, Sedgwick, CO",2231,43,1076,89,1155,105,1861,115,924,94,937,94,133,108,37,24,96,96,115,73,36,24,79,54,116,70,77,50,39,26,6,7,2,3,4,6
14000US08119010104,"Census Tract 101.04, Teller, CO",2118,284,1044,153,1074,195,1622,266,841,160,781,170,210,116,105,62,105,63,224,133,75,51,149,103,62,49,23,21,39,33,0,12,0,12,0,12
14000US08121924100,"Census Tract 9241, Washington, CO",1993,152,1086,97,907,82,1745,141,937,100,808,70,47,23,33,18,14,12,131,73,77,45,54,41,57,50,32,33,25,22,13,25,7,15,6,11
14000US08121924200,"Census Tract 9242, Washington, CO",2832,151,1469,107,1363,80,2054,192,1042,128,1012,92,202,74,110,42,92,46,525,172,278,123,247,69,51,27,39,29,12,18,0,12,0,12,0,12
14000US08123000100,"Census Tract 1, Weld, CO",2917,873,1300,293,1617,622,2150,666,1027,243,1123,477,279,131,83,62,196,105,430,263,175,116,255,170,43,56,15,29,28,38,15,23,0,12,15,23
14000US08123000200,"Census Tract 2, Weld, CO",3541,482,1596,299,1945,291,1784,286,684,145,1100,230,620,176,277,99,343,129,869,297,486,184,383,145,214,68,129,56,85,44,54,46,20,22,34,31
14000US08123000300,"Census Tract 3, Weld, CO",2288,292,844,157,1444,223,395,114,173,72,222,91,230,108,85,67,145,84,1353,267,436,167,917,197,273,92,121,62,152,76,37,34,29,30,8,16
14000US08123000401,"Census Tract 4.01, Weld, CO",3187,392,1344,238,1843,309,2689,418,1112,255,1577,307,339,126,165,77,174,83,122,74,51,38,71,50,37,34,16,17,21,20,0,12,0,12,0,12
14000US08123000402,"Census Tract 4.02, Weld, CO",4270,711,2295,461,1975,402,3486,631,2051,448,1435,310,329,194,91,57,238,182,318,221,101,79,217,154,130,81,45,43,85,72,7,11,7,11,0,12
14000US08123000501,"Census Tract 5.01, Weld, CO",3471,530,1865,377,1606,254,3115,577,1682,391,1433,259,289,179,129,101,160,120,16,25,16,25,0,12,51,76,38,57,13,19,0,12,0,12,0,12
14000US08123000502,"Census Tract 5.02, Weld, CO",3677,516,2052,338,1625,341,2839,549,1575,330,1264,341,627,352,373,252,254,155,116,89,57,55,59,44,29,27,0,12,29,27,66,104,47,73,19,31
14000US08123000600,"Census Tract 6, Weld, CO",2295,344,1713,341,582,213,890,204,569,163,321,102,878,225,723,235,155,125,373,113,308,115,65,56,136,77,95,58,41,39,18,26,18,26,0,12
14000US08123000701,"Census Tract 7.01, Weld, CO",1894,481,1038,272,856,286,1710,462,925,245,785,287,83,78,59,56,24,29,54,48,20,27,34,31,35,63,22,38,13,26,12,19,12,19,0,12
14000US08123000703,"Census Tract 7.03, Weld, CO",6576,790,3134,481,3442,487,5749,896,2684,497,3065,526,239,161,107,84,132,115,390,344,212,182,178,171,189,182,122,113,67,72,9,14,9,14,0,17
14000US08123000704,"Census Tract 7.04, Weld, CO",951,313,528,187,423,139,873,304,485,181,388,135,20,22,16,17,4,6,26,29,17,21,9,13,32,33,10,11,22,31,0,12,0,12,0,12
14000US08123000705,"Census Tract 7.05, Weld, CO",1877,343,1001,214,876,221,1731,324,933,205,798,213,40,47,21,24,19,23,28,33,22,27,6,9,70,81,25,30,45,51,8,14,0,12,8,14
14000US08123000800,"Census Tract 8, Weld, CO",3054,516,1398,235,1656,433,2236,474,1057,233,1179,375,363,152,161,70,202,109,280,149,82,64,198,121,135,83,70,53,65,45,40,38,28,31,12,23
14000US08123000900,"Census Tract 9, Weld, CO",3421,601,1844,522,1577,246,2053,446,1038,261,1015,238,807,434,402,288,405,217,208,247,208,247,0,12,349,299,192,252,157,170,4,7,4,7,0,12
14000US08123001003,"Census Tract 10.03, Weld, CO",3915,459,1796,276,2119,309,3405,409,1609,237,1796,295,188,140,52,47,136,115,262,236,97,84,165,163,60,73,38,43,22,35,0,12,0,12,0,12
14000US08123001004,"Census Tract 10.04, Weld, CO",4026,535,2158,386,1868,312,2987,432,1623,335,1364,200,470,231,268,153,202,142,451,288,223,223,228,188,118,74,44,48,74,52,0,12,0,12,0,12
14000US08123001005,"Census Tract 10.05, Weld, CO",8412,920,3915,491,4497,683,6302,1005,2950,535,3352,625,1404,777,784,408,620,398,657,437,164,109,493,407,49,60,17,29,32,36,0,17,0,17,0,17
14000US08123001006,"Census Tract 10.06, Weld, CO",5035,616,2444,394,2591,354,4493,654,2203,405,2290,354,177,125,65,56,112,97,263,147,123,71,140,107,102,94,53,59,49,47,0,17,0,17,0,17
14000US08123001100,"Census Tract 11, Weld, CO",5154,874,2641,438,2513,556,4447,699,2180,274,2267,516,402,406,199,179,203,238,180,145,170,145,10,13,103,108,83,82,20,29,22,31,9,14,13,18
14000US08123001201,"Census Tract 12.01, Weld, CO",4779,769,2443,462,2336,391,4237,751,2212,447,2025,390,309,154,97,66,212,101,164,115,98,84,66,52,45,44,34,33,11,14,24,36,2,10,22,37
14000US08123001202,"Census Tract 12.02, Weld, CO",2697,262,1181,168,1516,206,2351,310,1046,190,1305,208,242,125,124,73,118,73,18,21,5,7,13,20,80,69,0,12,80,69,6,10,6,10,0,12
14000US08123001300,"Census Tract 13, Weld, CO",7521,1030,4067,630,3454,602,6663,1044,3618,620,3045,586,465,282,242,160,223,174,175,181,42,60,133,128,142,146,121,139,21,39,76,112,44,65,32,47
14000US08123001404,"Census Tract 14.04, Weld, CO",3658,539,2038,367,1620,274,3272,526,1847,354,1425,281,177,125,96,63,81,67,51,32,20,19,31,24,140,122,57,54,83,70,18,22,18,22,0,12
14000US08123001405,"Census Tract 14.05, Weld, CO",5029,692,2519,389,2510,385,3825,673,1820,357,2005,373,695,441,357,249,338,213,312,142,167,76,145,86,157,159,135,130,22,34,40,47,40,47,0,17
14000US08123001406,"Census Tract 14.06, Weld, CO",5602,642,2765,409,2837,413,4398,727,2138,425,2260,425,634,378,309,193,325,204,201,157,153,123,48,42,369,344,165,166,204,183,0,17,0,17,0,17
14000US08123001407,"Census Tract 14.07, Weld, CO",4007,661,2017,368,1990,359,3204,690,1669,392,1535,341,453,212,202,95,251,155,162,146,72,67,90,82,188,151,74,59,114,97,0,12,0,12,0,12
14000US08123001408,"Census Tract 14.08, Weld, CO",1816,232,903,145,913,144,1475,222,706,119,769,140,274,148,168,112,106,62,52,41,21,22,31,26,15,23,8,11,7,11,0,12,0,12,0,12
14000US08123001409,"Census Tract 14.09, Weld, CO",3828,695,1858,370,1970,402,2929,550,1526,327,1403,272,487,241,181,109,306,144,7,12,7,12,0,12,405,422,144,131,261,296,0,12,0,12,0,12
14000US08123001410,"Census Tract 14.10, Weld, CO",3089,361,1398,183,1691,234,2719,352,1207,172,1512,221,266,117,116,70,150,87,54,88,54,88,0,12,50,60,21,34,29,33,0,12,0,12,0,12
14000US08123001411,"Census Tract 14.11, Weld, CO",2540,393,1206,189,1334,296,2240,350,1113,195,1127,234,122,79,50,54,72,46,29,37,29,37,0,12,149,186,14,22,135,184,0,12,0,12,0,12
14000US08123001412,"Census Tract 14.12, Weld, CO",3355,444,1641,273,1714,273,2623,369,1209,214,1414,264,386,206,221,144,165,97,300,220,187,192,113,86,46,44,24,25,22,24,0,12,0,12,0,12
14000US08123001413,"Census Tract 14.13, Weld, CO",2407,358,1169,200,1238,212,2253,368,1085,197,1168,220,23,26,23,26,0,12,103,63,48,38,55,40,28,33,13,21,15,25,0,12,0,12,0,12
14000US08123001414,"Census Tract 14.14, Weld, CO",2516,458,1305,294,1211,199,2242,454,1209,291,1033,193,204,116,73,60,131,70,50,42,13,16,37,33,20,22,10,12,10,11,0,12,0,12,0,12
14000US08123001415,"Census Tract 14.15, Weld, CO",3553,468,1830,304,1723,230,3222,476,1674,295,1548,243,160,110,79,72,81,53,116,97,41,40,75,61,55,59,36,35,19,27,0,12,0,12,0,12
14000US08123001416,"Census Tract 14.16, Weld, CO",3318,601,1817,407,1501,266,2490,287,1399,255,1091,137,575,502,369,330,206,196,246,145,42,35,204,132,0,12,0,12,0,12,7,11,7,11,0,12
14000US08123001417,"Census Tract 14.17, Weld, CO",3767,851,1819,566,1948,363,3438,873,1765,568,1673,370,234,205,19,28,215,195,84,73,24,24,60,56,11,17,11,17,0,12,0,12,0,12,0,12
14000US08123001500,"Census Tract 15, Weld, CO",7472,557,3714,338,3758,421,6860,638,3277,371,3583,424,380,370,319,327,61,58,182,187,99,97,83,93,50,65,19,31,31,37,0,17,0,17,0,17
14000US08123001600,"Census Tract 16, Weld, CO",4773,475,2472,296,2301,254,4106,499,2118,308,1988,258,334,187,164,82,170,116,125,76,75,61,50,46,208,275,115,177,93,101,0,12,0,12,0,12
14000US08123001700,"Census Tract 17, Weld, CO",6857,742,3483,413,3374,406,5984,660,2975,360,3009,384,511,175,270,102,241,93,185,102,113,72,72,44,165,145,119,90,46,65,12,11,6,9,6,7
14000US08123001800,"Census Tract 18, Weld, CO",4975,589,2562,375,2413,305,4632,605,2395,386,2237,307,140,99,81,65,59,51,145,105,62,60,83,64,58,64,24,32,34,40,0,17,0,17,0,17
14000US08123001905,"Census Tract 19.05, Weld, CO",5216,479,2810,363,2406,338,4598,499,2470,387,2128,316,100,79,49,49,51,51,455,239,262,156,193,96,50,45,16,24,34,42,13,22,13,22,0,17
14000US08123001906,"Census Tract 19.06, Weld, CO",1798,505,1017,272,781,262,1336,305,797,190,539,151,377,427,196,217,181,211,21,32,10,16,11,16,42,53,5,8,37,50,22,38,9,16,13,22
14000US08123002004,"Census Tract 20.04, Weld, CO",4872,293,2505,246,2367,255,4292,358,2202,234,2090,293,29,29,29,29,0,12,480,263,213,130,267,153,7,11,7,11,0,12,64,99,54,79,10,33
14000US08123002005,"Census Tract 20.05, Weld, CO",1308,312,645,123,663,220,1283,305,639,123,644,214,10,20,0,12,10,20,9,13,0,12,9,13,6,9,6,9,0,12,0,12,0,12,0,12
14000US08123002006,"Census Tract 20.06, Weld, CO",517,295,287,138,230,171,482,287,278,140,204,169,26,41,0,12,26,41,9,13,9,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12
14000US08123002007,"Census Tract 20.07, Weld, CO",7236,497,3469,333,3767,364,6057,671,2887,335,3170,437,309,255,147,149,162,137,724,292,347,163,377,184,146,99,88,65,58,42,0,17,0,17,0,17
14000US08123002008,"Census Tract 20.08, Weld, CO",5758,456,2789,311,2969,271,5001,489,2382,332,2619,285,8,11,8,11,0,17,481,222,271,125,210,117,200,109,78,54,122,83,68,79,50,72,18,25
14000US08123002009,"Census Tract 20.09, Weld, CO",4236,501,2039,342,2197,286,3304,500,1614,303,1690,265,153,149,87,88,66,64,720,279,305,142,415,176,59,48,33,35,26,33,0,12,0,12,0,12
14000US08123002010,"Census Tract 20.10, Weld, CO",2557,347,1159,168,1398,294,2325,304,1084,167,1241,239,29,30,23,24,6,9,58,47,36,31,22,22,145,138,16,26,129,117,0,12,0,12,0,12
14000US08123002011,"Census Tract 20.11, Weld, CO",1583,288,917,207,666,125,1115,206,658,141,457,93,73,75,14,18,59,59,327,227,202,171,125,82,61,53,41,49,20,16,7,10,2,3,5,7
14000US08123002012,"Census Tract 20.12, Weld, CO",852,70,448,46,404,44,783,72,399,47,384,40,5,7,0,12,5,7,32,23,24,22,8,7,32,27,25,23,7,8,0,12,0,12,0,12
14000US08123002013,"Census Tract 20.13, Weld, CO",3026,740,1398,290,1628,479,2591,517,1258,244,1333,300,106,69,33,32,73,46,139,82,46,35,93,57,190,246,61,69,129,185,0,12,0,12,0,12
14000US08123002014,"Census Tract 20.14, Weld, CO",2105,369,1138,237,967,178,1754,327,932,194,822,181,38,29,17,14,21,20,231,122,151,105,80,49,70,47,26,23,44,31,12,17,12,17,0,12
14000US08123002015,"Census Tract 20.15, Weld, CO",956,143,527,100,429,70,866,125,491,101,375,56,16,22,10,12,6,11,74,65,26,22,48,55,0,12,0,12,0,12,0,12,0,12,0,12
14000US08123002016,"Census Tract 20.16, Weld, CO",2635,370,1210,213,1425,291,2369,359,1029,176,1340,293,29,30,29,30,0,12,237,147,152,110,85,71,0,12,0,12,0,12,0,12,0,12,0,12
14000US08123002017,"Census Tract 20.17, Weld, CO",439,77,227,41,212,47,404,75,209,39,195,47,6,8,3,4,3,4,24,24,12,14,12,12,5,9,3,4,2,5,0,12,0,12,0,12
14000US08123002018,"Census Tract 20.18, Weld, CO",1477,216,716,117,761,117,1331,225,640,119,691,121,20,23,20,23,0,12,106,78,52,37,54,47,20,20,4,6,16,17,0,12,0,12,0,12
14000US08123002019,"Census Tract 20.19, Weld, CO",5941,415,2975,285,2966,330,4935,496,2451,327,2484,311,216,137,126,81,90,84,477,239,194,121,283,154,306,205,197,147,109,71,7,12,7,12,0,17
14000US08123002020,"Census Tract 20.20, Weld, CO",5077,423,2515,243,2562,263,4366,383,2106,212,2260,255,334,203,196,126,138,92,309,127,173,70,136,68,68,90,40,50,28,42,0,17,0,17,0,17
14000US08123002021,"Census Tract 20.21, Weld, CO",796,199,470,151,326,70,694,183,421,145,273,56,65,92,33,53,32,40,37,26,16,14,21,16,0,12,0,12,0,12,0,12,0,12,0,12
14000US08123002101,"Census Tract 21.01, Weld, CO",10580,799,5383,456,5197,551,9671,880,4897,467,4774,594,693,406,419,244,274,175,127,120,48,57,79,68,89,96,19,31,70,80,0,19,0,19,0,19
14000US08123002203,"Census Tract 22.03, Weld, CO",2595,355,1414,217,1181,190,2028,210,1101,149,927,124,335,285,187,156,148,131,118,64,88,52,30,23,114,73,38,24,76,64,0,12,0,12,0,12
14000US08123002204,"Census Tract 22.04, Weld, CO",1682,170,788,92,894,121,1445,159,700,93,745,104,90,71,34,33,56,44,91,78,33,30,58,54,20,18,15,13,5,8,36,38,6,9,30,32
14000US08123002205,"Census Tract 22.05, Weld, CO",4276,404,2177,294,2099,232,3486,526,1821,302,1665,283,253,128,119,77,134,86,292,157,145,100,147,100,153,113,92,79,61,54,92,137,0,12,92,137
14000US08123002206,"Census Tract 22.06, Weld, CO",2767,256,1496,180,1271,148,2523,299,1352,195,1171,166,82,66,37,32,45,37,110,96,89,75,21,24,52,84,18,29,34,55,0,12,0,12,0,12
14000US08123002207,"Census Tract 22.07, Weld, CO",3418,504,1590,285,1828,258,2965,479,1388,277,1577,239,191,109,94,64,97,63,229,108,92,54,137,68,33,30,16,17,17,21,0,12,0,12,0,12
14000US08123002208,"Census Tract 22.08, Weld, CO",7741,518,3896,322,3845,354,6820,597,3453,356,3367,381,231,136,112,66,119,87,439,295,200,150,239,149,230,129,131,88,99,69,21,32,0,17,21,32
14000US08123002209,"Census Tract 22.09, Weld, CO",2639,298,1264,159,1375,196,2039,264,993,140,1046,169,96,54,45,31,51,39,169,109,85,54,84,63,313,257,133,118,180,149,22,34,8,11,14,23
14000US08123002210,"Census Tract 22.10, Weld, CO",1291,214,648,142,643,108,1203,218,622,143,581,105,22,18,8,8,14,12,61,48,18,14,43,38,5,8,0,12,5,8,0,12,0,12,0,12
14000US08123002300,"Census Tract 23, Weld, CO",6161,666,3075,384,3086,353,5230,618,2643,353,2587,330,498,171,216,83,282,99,376,219,188,121,188,112,44,62,19,29,25,34,13,21,9,14,4,6
14000US08123002501,"Census Tract 25.01, Weld, CO",6229,835,3002,397,3227,511,5605,818,2711,384,2894,495,303,128,167,80,136,63,203,87,43,28,160,93,118,80,81,61,37,28,0,17,0,17,0,17
